settlement_id,settlement_name,ward_code,ward_name,lga_name,gps_visit_status,gps_confidence_status,etally_report_status,etally_row_count,reported_doses_all_linked,reported_doses_plausible_only,dose_quality_flag,reconciliation_class,discrepancy_flag,explanatory_notes,created_at
S02219,Adbaru-Gabas,W035,Dazata,Ilela,unvisited,review,reported,1,56.0,56.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02220,Dawayi,W035, Dazata ,Ilela,unvisited,review,reported,1,23.0,23.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02221,Olyotu,W035,Dazata,Ilela,unvisited,review,reported,1,11.0,11.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02222,Suzatu,W035,Dazata,Ilela,unvisited,review,reported,1,28.0,28.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02223,Uzshami,W035,Dazata,Ilela,unvisited,review,reported,1,60.0,60.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02224,Tasata-Sabo,W035,Dazata,Ilela,unvisited,review,reported,1,77.0,77.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02225,Loduni,W035,Dazata,Ilela,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02226,Gurawo-Kofar,W035,Dazata,Ilela,unvisited,review,reported,1,15.0,15.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02227,Talafa,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02228,Zatsiri-Sabo,W035,Dazata,Ilela,unvisited,review,reported,1,24.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02229,Dotiru,W035,Dazata,Ilela,unvisited,review,reported,1,73.0,73.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02230,Uznari,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02231,Kaderi,W035, Dazata ,Ilela,unvisited,review,reported,1,97.0,97.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02232,Suyoko-Tudun,W035,Dazata,Ilela,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02233,Uzjiko-Kudu,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02234,Fashami,W035,Dazata,Ilela,unvisited,review,reported,1,181.0,181.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02235,Ekzako,W035,Dazata,Ilela,unvisited,review,reported,1,11.0,11.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02236,Agmata,W035,DAZATA,Ilela,unvisited,review,reported,1,68.0,68.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02237,Irlaba,W035, Dazata ,Ilela,unvisited,review,reported,1,75.0,75.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02238,Zashatu,W035,Dazata,Ilela,unvisited,review,reported,1,53.0,53.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02239,Bilule,W035,Dazata,Ilela,unvisited,review,reported,1,49.0,49.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02240,Kalani,W035,Dazata,Ilela,unvisited,review,reported,1,32.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02241,Fariwo,W035,Dazata,Ilela,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02242,Binaba,W035,Dazata,Ilela,unvisited,review,reported,1,25.0,25.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02243,Kunadu,W035,Dazata,Ilela,unvisited,review,reported,1,95.0,95.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02244,Tarimi,W035,Dazata,Ilela,unvisited,review,reported,1,44.0,44.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02245,Nuduma-Tsakiya,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02246,Ibngoru,W035,Dazata,Ilela,unvisited,review,reported,1,15.0,15.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02247,Enmayi,W035,Dazata,Ilela,unvisited,review,reported,1,28.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02248,Famaja-Kudu,W035,Dazata,Ilela,unvisited,review,reported,1,240.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02249,Zangota-Tudun,W035,Dazata,Ilela,unvisited,review,reported,1,69.0,69.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02250,Yerako-Sabo,W035,Dazata,Ilela,unvisited,review,reported,1,58.0,58.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02251,Ekdeta,W035,Dazata,Ilela,unvisited,review,reported,1,47.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02252,Uzmaja-Kudu,W035,Dazata,Ilela,unvisited,review,reported,1,35.0,35.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02253,Umdesa,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02254,Irbale,W035,Dazata,Ilela,unvisited,review,reported,1,42.0,42.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02255,Uzbasa,W035,Dazata,Ilela,unvisited,review,reported,1,27.0,27.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02256,Gukotu,W035,Dazata,Ilela,unvisited,review,reported,1,19.0,19.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02257,Enmaba,W035,Dazata,Ilela,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02258,Takoja-Arewa,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02259,Batiko-Kofar,W035,Dazata,Ilela,unvisited,review,reported,1,34.0,34.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02260,Nunana,W035,Dazata,Ilela,unvisited,review,reported,1,65.0,65.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02261,Ekmani,W035,Dazata,Ilela,unvisited,review,reported,1,33.0,33.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02262,Zalana,W035,Dazata,Ilela,unvisited,review,reported,1,19.0,19.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02263,Kukoko,W035,Dazata,Ilela,unvisited,review,reported,1,19.0,19.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02264,Sulayi,W035,Dazata,Ilela,unvisited,review,reported,1,15.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02265,Hanale,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02266,Agdewa,W035,Dazata,Ilela,unvisited,review,reported,1,21.0,21.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02267,Nudushi,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02268,Kanako-Gabas,W035,Dazata,Ilela,unvisited,review,reported,1,25.0,25.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02269,Dasayi,W035,Dazata,Ilela,unvisited,review,reported,1,183.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02270,Nushade,W035,Dazata,Ilela,unvisited,review,reported,1,66.0,66.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02271,Ekwatu-Sabo,W035,Dazata,Ilela,unvisited,review,reported,1,22.0,22.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02272,Bishata,W035,Dazata,Ilela,unvisited,review,reported,1,45.0,45.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02273,Oljidu,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02274,Batsiri,W035,Dazata,Ilela,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02275,Kumani,W035,Dazata,Ilela,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02276,Ibsade,W035,Dazata,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02277,Kubade,W035,Dazata,Ilela,unvisited,review,reported,1,7.0,7.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02278,Adduri,W036,Mawako,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02279,Okdefa,W036,Mawako,Ilela,unvisited,review,reported,1,84.0,84.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02280,Olyoru,W036,Mawako,Ilela,unvisited,review,reported,1,32.0,32.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02281,Oktide,W036,Mawako,Ilela,unvisited,review,reported,1,15.0,15.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02282,Bibaba-Kudu,W036,Mawako,Ilela,unvisited,review,reported,1,48.0,48.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02283,Enbedu,W036,Mawako,Ilela,unvisited,review,reported,1,40.0,40.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02284,Malaba,W036,Mawako,Ilela,unvisited,review,reported,1,65.0,65.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02285,Hasatu,W036,Mawako,Ilela,unvisited,review,reported,1,31.0,31.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02286,Riwako,W036,Mawako,Ilela,unvisited,review,reported,1,49.0,49.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02287,Olbede,W036,Mawako,Ilela,unvisited,review,reported,1,7.0,7.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02288,Wanawo,W036,Mawako,Ilela,unvisited,review,reported,1,3.0,3.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02289,Uzrifa,W036,Mawako,Ilela,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02290,Malusa-Arewa,W036,Mawako,Ilela,ambiguous,ambiguous,reported,1,18.0,18.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S02291,Ringofa-Kofar,W036,Mawako,Ilela,unvisited,review,reported,1,32.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02292,Banatu,W036,Mawako,Ilela,ambiguous,ambiguous,reported,1,45.0,45.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S02293,Ekwata,W036,Mawako,Ilela,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02294,Irjimi,W036,Mawako,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02295,Uzmata-Kofar,W036,Mawako,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02296,Tamadu,W036,Mawako,Ilela,unvisited,review,reported,1,38.0,38.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02297,Domako,W036,Mawako,Ilela,unvisited,review,reported,1,23.0,23.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02298,Biduma,W036,Mawako,Ilela,unvisited,review,reported,1,106.0,106.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02299,Fadesa,W036,Mawako,Ilela,unvisited,review,reported,1,22.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02300,Kurile-Gabas,W036,Mawako,Ilela,unvisited,review,reported,1,60.0,60.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02301,Lodewo,W036,Mawako,Ilela,unvisited,review,reported,1,100.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02302,Nuzako,W036,Mawako,Ilela,unvisited,review,reported,1,75.0,75.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02303,Agbashi,W036,Mawako,Ilela,unvisited,review,reported,1,43.0,43.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02304,Zashale-Yamma,W036,Mawako,Ilela,unvisited,review,reported,1,29.0,29.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02305,Ibsharu-Gabas,W036,Mawako,Ilela,unvisited,review,reported,1,12.0,12.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02306,Ekwasa,W036,Mawako,Ilela,unvisited,review,reported,1,67.0,67.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02307,Agtitu-Tudun,W036,Mawako,Ilela,unvisited,review,reported,1,47.0,47.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02308,Sudena,W036,Mawako,Ilela,unvisited,review,reported,1,31.0,31.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02309,Kutima,W036,Mawako,Ilela,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02310,Sarafa,W036,Mawako,Ilela,unvisited,review,reported,1,24.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02311,Kulaja,W036,Mawako,Ilela,unvisited,review,reported,1,94.0,94.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02312,Olbewa,W036,Mawako,Ilela,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02313,Olluru,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02314,Nutsifa-Gabas,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02315,Nulama-Kofar,W037,Longoma,Katsuma,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02316,Jishawa,W037,Longoma,Katsuma,unvisited,review,reported,1,111.0,111.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02317,Sasade-Tsakiya,W037,Longoma,Katsuma,unvisited,review,reported,1,42.0,42.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02318,Ekzaba,W037,Longoma,Katsuma,unvisited,review,reported,1,28.0,28.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02319,Gutiri,W037,Longoma,Katsuma,unvisited,review,reported,1,47.0,47.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02320,Kutina,W037,Longoma,Katsuma,unvisited,review,reported,1,36.0,36.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02321,Umduja-Kofar,W037,Longoma,Katsuma,unvisited,review,reported,1,43.0,43.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02322,Umbede,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02323,Gutsifa,W037,Longoma,Katsuma,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02324,Agtsimi-Kudu,W037,Longoma,Katsuma,unvisited,review,reported,1,51.0,51.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02325,Kadule,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02326,Faraja,W037,Longoma,Katsuma,ambiguous,ambiguous,reported,1,13.0,13.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S02327,Bizade-Kofar,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02328,Lodeja-Tsakiya,W037,Longoma,Katsuma,unvisited,review,reported,1,116.0,116.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02329,Bishasa,W037,Longoma,Katsuma,unvisited,review,reported,1,47.0,47.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02330,Ibderu,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02331,Warako-Yamma,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02332,Kuyowo-Yamma,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02333,Irzata,W037,Longoma,Katsuma,ambiguous,ambiguous,reported,1,55.0,55.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S02334,Oktsiba,W037,Longoma,Katsuma,unvisited,review,reported,1,32.0,32.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02335,Suridu,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02336,Agnade,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02337,Adzawo,W037,Longoma,Katsuma,unvisited,review,reported,1,86.0,86.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02338,Jijiba,W037,Longoma,Katsuma,unvisited,review,reported,1,53.0,53.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02339,Umluyi,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02340,Lotsishi,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02341,Yerana,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02342,Oktsimi-Gabas,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02343,Olbako,W037,Longoma,Katsuma,unvisited,review,reported,1,27.0,27.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02344,Hatifa,W037,Longoma,Katsuma,unvisited,review,reported,1,8.0,8.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02345,Ekraba,W037,Longoma,Katsuma,unvisited,review,reported,1,64.0,64.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02346,Matidu,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02347,Washari,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02348,Sabafa,W037,Longoma,Katsuma,unvisited,review,reported,1,5.0,5.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02349,Nunani-Kudu,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02350,Dazari,W037,Longoma,Katsuma,unvisited,review,reported,1,20.0,20.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02351,Kakowa,W037,LONGOMA,Katsuma,unvisited,review,reported,1,19.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02352,Wangoshi,W037,Longoma,Katsuma,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02353,Dozari-Sabo,W037,Longoma,Katsuma,unvisited,review,reported,1,263.0,263.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02354,Hakoyi,W037, Longoma ,Katsuma,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02355,Kamaba-Arewa,W037,Longoma,Katsuma,unvisited,review,reported,1,52.0,52.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02356,Birawo,W037,Longoma,Katsuma,unvisited,review,reported,1,81.0,81.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02357,Wajiwo,W037,Longoma,Katsuma,unvisited,review,reported,1,54.0,54.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02358,Hangoru,W037,Longoma,Katsuma,unvisited,review,reported,1,20.0,20.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02359,Adshade-Sabo,W037,Longoma,Katsuma,unvisited,review,reported,1,71.0,71.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02360,Kademi,W037,Longoma,Katsuma,unvisited,review,reported,1,21.0,21.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02361,Bizaru,W037,Longoma,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02362,Nushadu,W037,Longoma,Katsuma,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02363,Ibmafa,W038,Sashasa,Katsuma,unvisited,review,reported,1,49.0,49.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02364,Zaluna-Arewa,W038,Sashasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02365,Barifa,W038,Sashasa,Katsuma,ambiguous,ambiguous,reported,1,8.0,8.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S02366,Yesari,W038,Sashasa,Katsuma,unvisited,review,reported,1,67.0,67.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02367,Uzyode,W038,Sashasa,Katsuma,unvisited,review,reported,1,167.0,167.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02368,Zabadu,W038,Sashasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02369,Mayona,W038,Sashasa,Katsuma,unvisited,review,reported,1,25.0,25.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02370,Bizari,W038,Sashasa,Katsuma,unvisited,review,reported,1,64.0,64.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02371,Enduyi,W038,Sashasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02372,Umjide,W038,Sashasa,Katsuma,unvisited,review,reported,1,36.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02373,Zabashi,W038,Sashasa,Katsuma,unvisited,review,reported,1,82.0,82.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02374,Irriwo,W038,Sashasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S02375,Farayi,W038,Sashasa,Katsuma,unvisited,review,reported,1,92.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02376,Sutile,W038,Sashasa,Katsuma,unvisited,review,reported,1,57.0,57.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02377,Bisawa,W038,Sashasa,Katsuma,unvisited,review,reported,1,59.0,59.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02378,Habeshi,W038,Sashasa,Katsuma,unvisited,review,reported,1,108.0,108.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02379,Sushatu-Arewa,W038,Sashasa,Katsuma,unvisited,review,reported,1,13.0,13.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S02380,Hangowo,W038,Sashasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
